name,ticker,link,price_24h,change_24h,volume_24h,fdv,market_cap,funding_price,roi,total_raised,date,investor_1,investor_2,investor_3,investor_4
"SOMESING","SSX","https://icodrops.com/somesing/","$0.00007441","0.68%","$32.67 K","$447.66 K","$243.02 K","—","0.01x","—","Dec 15, 2019","DWF Labs","","",""
"Tokenize Xchange","TKX","https://icodrops.com/tokenize-xchange/","$4.95","-1.20%","$458.77 K","$401.58 M","$395.98 M","—","33.23x","$11.5 M","Dec 15, 2019","Trive","","",""
"Voyager Token","VGX","https://icodrops.com/voyager-token/","$0.001804","0.31%","$372.42 K","$1.65 M","$986.82 K","—","0.08x","$175 M","Dec 15, 2019","Jump Capital","Alameda Research","Stifel Financial",""
"Kusama","KSM","https://icodrops.com/kusama/","$15.66","2.56%","$13.56 M","$266.19 M","$266.53 M","—","9.16x","$247.76 M","Dec 12, 2019","CoinFund","Continue Capital","Fabric Ventures","More Details"
"Troy Trade","TROY","https://icodrops.com/troy-network/","$0.00008507","1.07%","$673.43 K","$850.7 K","$850.7 K","0.005","0.02x","$12.4 M","Dec 6, 2019","YZi Labs (prev Binance Labs)","BlockVc","Bixin Ventures","More Details"
"Kadena","KDA","https://icodrops.com/kadena/","$0.3928","8.56%","$6.54 M","$387.7 M","$130.02 M","1","0.39x","$35.15 M","Dec 6, 2019","Multicoin Capital","CoinFund","SV Angel","More Details"
"LCX","LCX","https://icodrops.com/lcx/","$0.1431","1.53%","$394.47 K","$135.19 M","$135.87 M","0.06","2.38x","$8.5 M","Dec 3, 2019","","","",""
"Vera","VERA","https://icodrops.com/vera/","$0.000136","","$51.74 K","$136 K","$34.51 K","0.05","0.01x","$4.53 M","Nov 29, 2019","Morningstar Ventures","OKX Ventures","Spark Digital Capital","More Details"
"ShareRing","SHR","https://icodrops.com/sharering/","$0.001154","3.79%","$71.78 K","$5.07 M","—","0.02","0.06x","$40.66 M","Nov 26, 2019","Double Peak","Alpha Sigma Capital","Alphabit Fund",""
"Nervos","CKB","https://icodrops.com/nervos/","$0.005211","6.24%","$7.69 M","$244.66 M","$246.1 M","0.01","0.51x","$123.42 M","Nov 19, 2019","1confirmation","1kx","Blockchain Capital","More Details"
"Tellor","TRB","https://icodrops.com/tellor/","$36.67","2.92%","$11.9 M","$101.78 M","$99.68 M","—","—","$400 K","Nov 19, 2019","YZi Labs (prev Binance Labs)","Framework Ventures","DAO Maker","More Details"
"Blockstack","STX","https://icodrops.com/blockstack/","$0.6607","3.48%","$25.82 M","$1.19 B","$1.19 B","0.3","2.16x","$76.4 M","Oct 28, 2019","Blockchain Capital","Union Square Ventures","Digital Currency Group (DCG)","More Details"
"Kava Labs","KAVA","https://icodrops.com/kava-labs/","$0.3689","-0.10%","$4.1 M","$396.22 M","$399.46 M","0.46","0.8x","$8.48 M","Oct 25, 2019","YZi Labs (prev Binance Labs)","DWF Labs","Arrington XRP Capital","More Details"
"Bitpanda","BEST","https://icodrops.com/bitpanda/","$0.9112","1.52%","$208.14","$722.67 M","—","0.1","9.12x","$539.46 M","Oct 18, 2019","Jump Capital","Wintermute","Alan Howard","More Details"
"Roobee","ROOBEE","https://icodrops.com/roobee/","$0.0001112","0.09%","$84.76 K","$601.56 K","$456.15 K","0.01","0.01x","$11.4 M","Oct 17, 2019","","","",""
"Azbit","AZ","https://icodrops.com/azbit/","$0.00000218","4.65%","$88.25","$152.06 K","$152.06 K","0.00012","0.02x","$1.22 M","Oct 13, 2019","","","",""
"Velas","VLX","https://icodrops.com/velas/","$0.001206","-4.03%","$4.84 K","$3.3 M","$3.32 M","0.38","0.01x","$20.05 M","Oct 3, 2019","Alpina Capital","Aurum","BC Vault","More Details"
"Telos","TLOS","https://icodrops.com/telos/","$0.05981","-0.60%","$1.82 M","$27.9 M","$26.4 M","—","0.6x","$9 M","Sep 19, 2019","ConsenSys","John Lilic","Presto Labs",""
"Band Protocol","BAND","https://icodrops.com/band-protocol/","$0.7735","3.70%","$12.2 M","$127.8 M","$128.03 M","0.47","1.63x","$10.85 M","Sep 17, 2019","YZi Labs (prev Binance Labs)","Peak XV Partners(ex-Sequoia India)","The Spartan Group","More Details"
"Hedera Hashgraph","HBAR","https://icodrops.com/hashgraph/","$0.232","4.86%","$158.52 M","$11.55 B","$9.84 B","0.096","2.41x","$123 M","Sep 16, 2019","Strobe (Prev. BlockTower Capital)","Digital Currency Group (DCG)","IBM","More Details"
"Crypto.com","MCO","https://icodrops.com/cro/","$0.2509","-2.23%","$94.33 M","$24.44 B","$8.44 B","0.1","2.49x","$26.2 M","Sep 11, 2019","","","",""
"Nestree","EGG","https://icodrops.com/nestree/","$0.002013","0.29%","$51.9 K","$6.04 M","$6.03 M","0.01","0.2x","$6 M","Sep 9, 2019","Airbloc","Bibox Fund","Blockcloud","More Details"
"Vidy","VIDY","https://icodrops.com/vidy/","$0.000009","-43.75%","$1.68 K","$90 K","—","0.001","0.01x","$16.62 M","Sep 4, 2019","Fenbushi Capital","R3","Transference Fund",""
"MixMarvel","MIX","https://icodrops.com/mixmarvel/","$0.0003468","-4.97%","$843.06 K","$3.46 M","$3.37 M","—","0.01x","—","Sep 2, 2019","","","",""
"Ferrum Network","FRM","https://icodrops.com/ferrum-network/","$0.000428","-0.38%","$57.01 K","$247.79 K","$122.84 K","0.016","0.03x","$1.12 M","Aug 29, 2019","Kosmos Ventures","P2 Ventures","Algorand","More Details"
"DEAPcoin","DEP","https://icodrops.com/deapcoin/","$0.001603","0.24%","$2.09 M","$47.95 M","$47.92 M","0.0025","0.64x","$32 M","Aug 29, 2019","The Spartan Group","JAFCO Asia","",""
"Tokoin","TOKO","https://icodrops.com/tokoin/","$0.000116","-4.51%","$8.77 K","$248.47 K","$217.03 K","0.02","0.01x","$25 M","Aug 28, 2019","","","",""
"Gate.IO","GT","https://icodrops.com/gate-io/","$16.71","-0.68%","$2.57 M","$5.01 B","$1.38 B","0.28","59.61x","$83 M","Aug 26, 2019","","","",""
"Perlin","PERL","https://icodrops.com/perlin/","$0.0004526","3.99%","$17.1 K","$468.04 K","$222.2 K","0.0774","0.01x","$60.54 M","Aug 26, 2019","BlockVc","AU21 Capital","Chain Capital","More Details"
"CoinMetro","COIN","https://icodrops.com/coinmetro/","$0.07659","0.22%","$80.11 K","$24.24 M","$23.15 M","0.13","0.59x","$14.61 M","Aug 1, 2019","Collective Ventures","","",""
"Wink","WIN","https://icodrops.com/wink/","$0.00005268","-1.05%","$6.35 M","$52.37 M","$52.35 M","0.00012","0.44x","$16 M","Aug 1, 2019","YZi Labs (prev Binance Labs)","","",""
"FTX Token","FTT","https://icodrops.com/ftx-token/","$0.8248","5.32%","$3.79 M","$269.69 M","$271.27 M","0.7","1.17x","$1.73 B","Jul 31, 2019","YZi Labs (prev Binance Labs)","Lightspeed Venture Partners","Multicoin Capital","More Details"
"Syntropy","NOIA","https://icodrops.com/syntropy/","$0.00781","0.65%","$166.89","$1.66 M","$1.66 M","0.033","0.24x","$6.6 M","Jul 31, 2019","Moonrock Capital","TRGC","Mapleblock Capital","More Details"
"Ultra","UOS","https://icodrops.com/ultra/","$0.03831","0.12%","$837.7 K","$38.14 M","$17.78 M","0.05","0.75x","$23.39 M","Jul 31, 2019","Bitfinex","ZBS Capital","Noia Capital",""
"Cocos BCX","COCOS","https://icodrops.com/cocos-bcx/","$0.004885","-2.04%","$29.91 K","$488.8 K","$401.56 K","2.28","0.01x","$44.9 M","Jul 21, 2019","YZi Labs (prev Binance Labs)","500 Startups","BlockVc","More Details"
"THORChain","RUNE","https://icodrops.com/thorchain/","$1.28","4.62%","$22.91 M","$540.26 M","$449.71 M","0.032","39.81x","$6.18 M","Jul 20, 2019","Delphi Digital (Delphi Labs)","IDEO CoLab Ventures","Multicoin Capital","More Details"
"Akropolis","AKRO","https://icodrops.com/akropolis/","$0.00009834","1.15%","$24.04 K","$1.43 M","$436.26 K","0.0081","0.01x","$2.4 M","Jul 20, 2019","IDEO CoLab Ventures","The Spartan Group","LedgerPrime",""
"Sero","SERO","https://icodrops.com/sero/","$0.003833","0.94%","$124.15 K","$2.49 M","$1.69 M","0.012","0.32x","$999.12 K","Jul 19, 2019","LD Capital","","",""
"The Force Protocol","FOR","https://icodrops.com/force-protocol/","$0.0008564","6.87%","$41.27 K","$856.5 K","$680.84 K","0.05","0.02x","$10.3 M","Jul 17, 2019","Spark Digital Capital","Consensus Capital Holdings","AlphaCoin Fund","More Details"
"Prom","PROM","https://icodrops.com/prom/","$9.24","1.25%","$1.73 M","$177.49 M","$168.63 M","1","9.22x","$4.85 M","Jul 17, 2019","DWF Labs","NGC Ventures","",""
"Wirex","WXT","https://icodrops.com/wirex/","$0.002878","-0.96%","$86.06 K","$28.81 M","$6.62 M","0.005","0.58x","$29.3 M","Jul 9, 2019","SBI Investment (Group)","","",""
"Elrond Network","ERD","https://icodrops.com/elrond-network/","$14.47","5.34%","$10.67 M","$412.16 M","$413.76 M","0.65","22.26x","$1.9 M","Jul 2, 2019","YZi Labs (prev Binance Labs)","Electric Capital","Authorito Capital","More Details"
"Chiliz","","https://icodrops.com/chiliz/","$0.04267","4.08%","$74.18 M","$418.88 M","$419.27 M","0.0215","2x","$65 M","Jul 1, 2019","YZi Labs (prev Binance Labs)","Jump Crypto","FBG Capital","More Details"
"SWIPE","sxp","https://icodrops.com/swipe-network/","$0.1775","3.37%","$3.5 M","$115.77 M","$116.29 M","0.2","0.89x","$12 M","Jul 1, 2019","YZi Labs (prev Binance Labs)","","",""
"Ampleforth","AMPL","https://icodrops.com/ampleforth/","$1.295","0.10%","$65.57 K","$27.72 M","$36.62 M","0.98","1.32x","$9.75 M","Jun 28, 2019","Pantera Capital","Arrington XRP Capital","FBG Capital","More Details"
"Algorand","ALGO","https://icodrops.com/algorand/","$0.2406","3.64%","$90.25 M","$2.42 B","$2.1 B","2.4","0.1x","$126 M","Jun 22, 2019","DWF Labs","Multicoin Capital","Union Square Ventures","More Details"
"Contentos","COS","https://icodrops.com/contentos/","$0.003373","1.48%","$1.31 M","$33.27 M","$17.46 M","0.015","0.22x","$31.23 M","Jun 22, 2019","YZi Labs (prev Binance Labs)","Node Capital","DHVC","More Details"
"Moviebloc","MBL","https://icodrops.com/moviebloc/","$0.002205","1.71%","$2.49 M","$65.94 M","$41.43 M","0.0012","1.84x","$4.08 M","Jun 21, 2019","DWF Labs","FBG Capital","Chain Partners","More Details"
"Raven Protocol","RAVEN","https://icodrops.com/raven-protocol/","$0.0000605","-0.72%","$10.32","$613.4 K","$268.42 K","0.0017","0.04x","$5.6 M","Jun 19, 2019","CoinIX","Mapleblock Capital","NGC Ventures","More Details"
"STP Network","STP","https://icodrops.com/stp/","$0.05271","2.72%","$3.92 M","$102.11 M","$102.38 M","0.01","5.26x","$750 K","Jun 12, 2019","","","",""
"Beldex","BDX","https://icodrops.com/beldex/","$0.07449","0.37%","$5.09 M","$739.01 M","$547.15 M","—","0.77x","$28 M","Jun 7, 2019","DWF Labs","Enflux","",""
"COTI","COTI","https://icodrops.com/coti/","$0.05239","5.85%","$3.66 M","$122.09 M","$122.82 M","0.065","0.81x","$19.02 M","Jun 4, 2019","Morningstar Ventures","Base Ventures","Wave Financial Group","More Details"
"Chromia","CHR","https://icodrops.com/chromia/","$0.1042","6.40%","$5.18 M","$104 M","$88.2 M","0.05","2.09x","$12.41 M","May 28, 2019","Arrington XRP Capital","BitScale Capital","JRR Group","More Details"
"Harmony","ONE","https://icodrops.com/harmony/","$0.01097","8.85%","$5.33 M","$160.59 M","$161.33 M","0.0032","3.43x","$23.35 M","May 27, 2019","YZi Labs (prev Binance Labs)","HashKey Capital","Lemniscap","More Details"
"Reserve","RSR","https://icodrops.com/reserve/","$0.008009","5.29%","$12.69 M","$799.9 M","$477.95 M","0.0011","7.28x","$9.96 M","May 24, 2019","Arrington XRP Capital","Strobe (Prev. BlockTower Capital)","Coinbase Ventures","More Details"
"Bitfinex","LEO","https://icodrops.com/bitfinex/","$9.61","0.61%","$200.05 K","$9.47 B","$8.87 B","1","9.61x","—","May 21, 2019","","","",""
"Leo Token","LEO","https://icodrops.com/leo-token/","$9.61","0.61%","$200.05 K","$9.47 B","$8.87 B","1","9.61x","$1 B","May 21, 2019","SNZ Holding","","",""
"Trias Token","TRIAS","https://icodrops.com/trias-token/","$1.024","30.34%","$39.91 K","$10.18 M","$10.24 M","4","0.25x","$5.6 M","May 14, 2019","","","",""
"CNNS","CNNS","https://icodrops.com/cnns/","$0.00007956","2.35%","$16.87 K","$796 K","$139.96 K","0.006","0.01x","$24.6 M","May 13, 2019","","","",""
"IDEX","IDEX","https://icodrops.com/idex/","$0.02861","0.73%","$2.98 M","$28.36 M","$27.9 M","—","0.88x","$2.5 M","May 9, 2019","G1 Ventures","Borderless Capital","Collider Ventures","More Details"
"Ocean Protocol","OCEAN","https://icodrops.com/oceanprotocol/","$0.2935","3.05%","$307.63 K","$406.36 M","$58.72 M","0.12","2.46x","$39.19 M","May 3, 2019","BlockVc","Digital Currency Group (DCG)","Fabric Ventures","More Details"
"Polygon (ex-Matic Network)","MATIC","https://icodrops.com/matic-network/","$0.2785","-0.09%","$3.18 M","$2.78 B","—","0.0026","105x","$455.56 M","Apr 26, 2019","Andreessen Horowitz (a16z)","Coinbase Ventures","Peak XV Partners(ex-Sequoia India)","More Details"
"ARPA","ARPA","https://icodrops.com/arpa/","$0.02271","2.59%","$14.43 M","$44.54 M","$34.51 M","0.018","1.26x","$14.02 M","Apr 26, 2019","YZi Labs (prev Binance Labs)","Arrington XRP Capital","DeFiance Capital","More Details"
"Nash","NEX","https://icodrops.com/neonexchange/","$0.1686","-0.46%","$8.84","$8.43 M","$7.36 M","0.19","0.91x","$22.41 M","Apr 25, 2019","KR1 (Kryptonite1)","NGC Ventures","Badwater Capital","More Details"
"OKB","OKB","https://icodrops.com/okb/","$189.66","-2.21%","$176.71 M","$4.15 B","$3.98 B","—","117.32x","$10 M","Apr 24, 2019","Ceyuan Ventures","Giant Network","Mandra Capital","More Details"
"IRIS Network","IRIS","https://icodrops.com/iris-network/","$0.001001","1.50%","$64.06 K","$2.12 M","$1.61 M","0.08","0.01x","$40 M","Apr 18, 2019","8 Decimal Capital","Amino Capital","Consensus Capital Holdings","More Details"
"MultiVAC","MTV","https://icodrops.com/multivac/","$0.0004891","1.08%","$329.35 K","$4.89 M","$1.75 M","0.006","0.08x","$16.84 M","Apr 11, 2019","Arrington XRP Capital","Hashed","IDG Capital","More Details"
"Bolt","BOLT","https://icodrops.com/bolt/","$0.000475","4.11%","$67.74","$473.63 K","$454.78 K","—","0.02x","—","Apr 5, 2019","","","",""
"Verasity","VRA","https://icodrops.com/verasity/","$0.001329","0.33%","$20.09 M","$123.12 M","$113.74 M","0.0075","0.18x","$49.07 M","Apr 3, 2019","Alphabit Fund","Black Green Capital","Cryptecon","More Details"
"Orbs","ORBS","https://icodrops.com/orbs/","$0.01849","2.66%","$6.21 M","$185 M","$86.73 M","0.059","0.31x","$128 M","Apr 3, 2019","DWF Labs","","",""
"Veil","","https://icodrops.com/veil/","$0.001696","2.31%","$112.38","$160.22 K","$145.99 K","—","0.01x","—","Apr 2, 2019","","","",""
"TOP Network","TOP","https://icodrops.com/top-network/","$0.000096","","$373.45 K","$1.43 M","$1.43 M","0.0026","0.01x","$21.1 M","Mar 28, 2019","Fenbushi Capital","DHVC","Elysium Venture Capital","More Details"
"Celer Network","CELR","https://icodrops.com/celer-network/","$0.008531","5.70%","$1.96 M","$82.78 M","$66.57 M","0.0067","1.24x","$34.73 M","Mar 27, 2019","YZi Labs (prev Binance Labs)","Pantera Capital","Arrington XRP Capital","More Details"
"Cosmos","ATOM","https://icodrops.com/cosmos/","$4.633","2.76%","$47.1 M","$2.16 B","$2.17 B","0.1","46.2x","$37.63 M","Mar 14, 2019","1confirmation","Paradigm","IOSG Ventures","More Details"
"Ankr Network","ANKR","https://icodrops.com/ankr-network/","$0.01554","5.19%","$12.77 M","$153.4 M","$155.4 M","0.0066","2.35x","$17.82 M","Mar 6, 2019","YZi Labs (prev Binance Labs)","Pantera Capital","BlockVc","More Details"
"Fetch.ai","FET","https://icodrops.com/fetch-ai/","$0.6712","4.54%","$95.18 M","$1.82 B","$1.59 B","0.0867","7.83x","$74.33 M","Feb 25, 2019","DWF Labs","Ascensive Assets","Outlier Ventures","More Details"
"Hxro Network","HXRO","https://icodrops.com/hxro-network/","$0.001207","13.43%","$349.58","$1.21 M","$748.81 K","—","0.02x","$49 M","Feb 15, 2019","Blockchain Capital","Jump Crypto","Coinbase Ventures","More Details"
"Temco","TEMCO","https://icodrops.com/temco/","$0.001341","0.13%","$50.06 K","$8.1 M","$5.33 M","0.0063","0.21x","$19 M","Feb 4, 2019","256 Ventures","CoinBene","Foundation X","More Details"
"Cloudbric","CLB","https://icodrops.com/cloudbric/","$0.001044","4.16%","$65.38","$1.03 M","—","0.00008","13.04x","—","Jan 30, 2019","","","",""
"Beam","BEAM","https://icodrops.com/beam-3/","$0.02711","0.04%","$76.12 K","$7.22 M","$5.07 M","3750","0.03x","$5.19 M","Jan 17, 2019","YZi Labs (prev Binance Labs)","DWF Labs","BitScale Capital","More Details"
"LTO Network","LTO","https://icodrops.com/ltonetwork/","$0.007961","-0.22%","$145.57 K","$3.44 M","$3.44 M","0.03","0.26x","$4.03 M","Jan 16, 2019","ZBS Capital","","",""
"MVL Chain","MVL","https://icodrops.com/mvl-chain/","$0.002982","2.61%","$435.83 K","$89.34 M","$81.12 M","0.0024","1.24x","—","Jan 3, 2019","","","",""
"Republic Protocol","REN","https://icodrops.com/republic-protocol/","$0.008111","4.62%","$674.36 K","$7.99 M","$8.11 M","0.0561","0.14x","$33.77 M","Dec 31, 2018","Polychain Capital","BlockVc","FBG Capital","More Details"
"Livepeer","LPT","https://icodrops.com/livepeer/","$7.3","4.50%","$21.13 M","$321.56 M","$322.89 M","0.5","14.19x","$52 M","Dec 19, 2018","Multicoin Capital","6MV (6th Man Ventures)","Coinbase Ventures","More Details"
"AERGO","AERGO","https://icodrops.com/aergo/","$0.1117","0.61%","$9.92 M","$55.9 M","$54.17 M","0.19","0.59x","$28.74 M","Dec 17, 2018","Sequoia Capital","Arrington XRP Capital","Chainfund Capital","More Details"
"Kambria","KAT","https://icodrops.com/kambria/","$0.00009008","0.68%","$45.77","$242.56 K","$142.52 K","0.02","0.01x","$32 M","Dec 13, 2018","Hashed","Dragon Ventures","TomoChain",""
"FOAM Protocol","FOAM","https://icodrops.com/foam-protocol/","$0.0003071","-3.12%","$341.14","$307.1 K","$109.13 K","0.055","0.01x","$16.75 M","Dec 11, 2018","Placeholder","Distributed Global","GBV Capital","More Details"
"Theta token","Theta","https://icodrops.com/theta-token/","$0.8349","5.32%","$10.87 M","$832.1 M","$834.9 M","0.067","12.39x","$137 M","Dec 7, 2018","DWF Labs","DCM Ventures","Fundamental Labs","More Details"
"MXC","MXC","https://icodrops.com/mxc/","$0.000567","-5.77%","$771.2 K","$1.71 M","$1.72 M","0.015","0.04x","$14 M","Dec 7, 2018","Fenbushi Capital","HTX Ventures (previously Huobi Ventures)","IOSG Ventures","More Details"
"Quadrant Protocol","eQuad","https://icodrops.com/quadrant-protocol/","$0.00555","0.76%","$693.18","$5.58 M","$3.01 M","0.05","0.11x","$15.5 M","Dec 5, 2018","Kenetic Capital","Alpha JWC Ventures","Alvaro Garnero","More Details"
"Humanscape","HUM","https://icodrops.com/humanscape/","$0.0443","1.61%","$79.97 K","$47.99 M","$45.84 M","0.0002","221x","$15.54 M","Nov 8, 2018","GC Pharma","KDB Bank","RISE Conference","More Details"
"Enigma","ENG","https://icodrops.com/enigma/","$0.008583","10.95%","$45.21","$1.28 M","$709.97 K","0.6","0.01x","$45 M","Nov 5, 2018","Digital Currency Group (DCG)","Floodgate","Flybridge",""
"FANTOM","FTM","https://icodrops.com/fantom/","$0.3172","6.02%","$108.99 K","$988.38 M","$889.31 M","0.04","7.93x","$51.3 M","Oct 30, 2018","Jump Crypto","Arrington XRP Capital","Fernando Martinelli","More Details"
"Divi Project","DIVI","https://icodrops.com/divi-project/","$0.001495","0.42%","$55.65 K","$6.65 M","$6.61 M","0.0048","0.32x","$2.7 M","Oct 12, 2018","","","",""
